"","coral_num","umol.cm2.hr","Rate","genotype","wound","temp","date","chamber_vol","SA","file.names.full","wound_status"
"44","54",0.207908997443462,"Respiration",69,"1","A",20230614,647.5284177,11.7506018904958,"20230614_24_A_54_O2","wounded"
"45","75",0.227836207804648,"Respiration",67,"1","A",20230614,646.585514,28.3692158122077,"20230614_24_A_75_O2","wounded"
"46","101",0.28586626229227,"Respiration",66,"2","A",20230614,647.4361201,13.5499835962119,"20230614_24_A_101_O2","wounded"
"47","11",0.242214249399542,"Respiration",68,"0","A",20230614,646.9179951,23.8275331585908,"20230614_24_A_11_O2","no wound"
"48","29",0.198818244746456,"Respiration",70,"2","A",20230614,646.9284834,17.0676937776571,"20230614_24_A_29_O2","wounded"
"49","62",0.250427202800476,"Respiration",65,"2","A",20230614,647.4922328,15.1170127092981,"20230614_24_A_62_O2","wounded"
"50","67",0.212774077122399,"Respiration",65,"1","A",20230614,646.8435277,15.0278541563122,"20230614_24_A_67_O2","wounded"
"51","68",0.257908670984856,"Respiration",65,"0","A",20230614,647.5567363,17.621557515903,"20230614_24_A_68_O2","no wound"
"52","77",0.241342059166779,"Respiration",67,"0","A",20230614,647.4518526,18.8670754833733,"20230614_24_A_77_O2","no wound"
"53","78",0.247581833259039,"Respiration",67,"2","A",20230614,646.86398,19.5452208409329,"20230614_24_A_78_O2","wounded"
"54","91",0.260758698192522,"Respiration",66,"1","A",20230614,646.6222233,19.7289414955706,"20230614_24_A_91_O2","wounded"
"55","14",0.288712775778044,"Respiration",68,"2","H",20230614,646.626943,17.0595884546583,"20230614_24_H_14_O2","wounded"
"56","2",0.277642622235642,"Respiration",68,"1","H",20230614,645.6667336,49.0972284942714,"20230614_24_H_2_O2","wounded"
"57","28",0.202377276721132,"Respiration",70,"0","H",20230614,647.0160612,17.943068661519,"20230614_24_H_28_O2","no wound"
"58","33",0.189321444513173,"Respiration",70,"2","H",20230614,647.3333342,17.478363476259,"20230614_24_H_33_O2","wounded"
"59","35",0.219588244536057,"Respiration",70,"1","H",20230614,647.54887,9.85665808312786,"20230614_24_H_35_O2","wounded"
"60","45",0.255394103835489,"Respiration",69,"2","H",20230614,646.3463794,30.4225643052172,"20230614_24_H_45_O2","wounded"
"61","47",0.280248225723906,"Respiration",69,"0","H",20230614,647.1655204,20.6016146050996,"20230614_24_H_47_O2","no wound"
"62","50",0.250926830547711,"Respiration",69,"1","H",20230614,646.5257303,26.9832055794263,"20230614_24_H_50_O2","wounded"
"63","55",0.311088886530829,"Respiration",65,"2","H",20230614,647.0150124,22.6225418061141,"20230614_24_H_55_O2","wounded"
"64","60",0.308321008092657,"Respiration",65,"0","H",20230614,647.0108171,26.5428163631625,"20230614_24_H_60_O2","no wound"
"65","70",0.288706832205408,"Respiration",65,"1","H",20230614,647.2751238,17.680996551227,"20230614_24_H_70_O2","wounded"
"66","73",0.266429297447203,"Respiration",67,"2","H",20230614,646.754901,25.305403718691,"20230614_24_H_73_O2","wounded"
"67","84",0.28677438460665,"Respiration",67,"1","H",20230614,646.7895126,17.9025420465253,"20230614_24_H_84_O2","wounded"
"68","89",0.266944511857091,"Respiration",67,"0","H",20230614,647.078467,18.9778482310224,"20230614_24_H_89_O2","no wound"
"69","94",0.281178810387472,"Respiration",66,"2","H",20230614,646.2074086,18.7752151560544,"20230614_24_H_94_O2","wounded"
"70","96",0.261566396850823,"Respiration",66,"1","H",20230614,646.5294013,22.3442590498247,"20230614_24_H_96_O2","wounded"
"71","99",0.264341167532251,"Respiration",66,"0","H",20230614,646.9253369,21.9200804795583,"20230614_24_H_99_O2","no wound"
"72","1",0.234364102936054,"Respiration",68,"0","A",20230615,645.9694407,34.4536116099147,"20230615_24_A_1_O2","no wound"
"73","102",0.201394328747309,"Respiration",66,"2","A",20230615,647.3603377,17.6053468699056,"20230615_24_A_102_O2","wounded"
"74","105",0.210864199544155,"Respiration",66,"1","A",20230615,646.0134963,35.9747105593413,"20230615_24_A_105_O2","wounded"
"75","107",0.218941609433645,"Respiration",66,"0","A",20230615,647.6141816,10.6752957059987,"20230615_24_A_107_O2","no wound"
"76","21",0.149821724297981,"Respiration",70,"0","A",20230615,647.3440791,15.9950893674929,"20230615_24_A_21_O2","no wound"
"77","22",0.159764424024702,"Respiration",70,"1","A",20230615,647.1704792,16.0464230798181,"20230615_24_A_22_O2","wounded"
